"1","9"
"2","9"
"3","8"
"4","6"
"4","7"
"4","8"
"5","4"
"6","4"
"7","4"
"8","3"
"9","3"
"10","3"
"11","1"
"11","2"
"12","2"
"13","2"
"14","5"
"15","5"
"16","5"
